emp_no,first_name,last_name,birth_date,from_date,to_date,title
26796,Ohad,Skafidas,1962-06-07,1985-04-29,9999-01-01,Senior Staff
26803,Visit,Dayana,1959-10-21,1986-09-21,9999-01-01,Engineer
26804,Atreye,Heuser,1963-02-27,1985-07-24,9999-01-01,Senior Engineer
26814,Jaroslava,Selvestrel,1964-10-26,1988-12-11,9999-01-01,Senior Engineer
26821,Adly,Gecsei,1960-05-14,1986-01-08,9999-01-01,Senior Engineer
26824,Elvia,Stiles,1962-01-11,1988-02-20,9999-01-01,Senior Staff
26830,Vidya,Baek,1963-11-21,1988-01-23,9999-01-01,Senior Engineer
26838,Aris,Kakkad,1964-01-09,1987-11-06,9999-01-01,Senior Engineer
26841,Moni,Birge,1964-08-09,1985-02-21,9999-01-01,Senior Engineer
26843,Aral,Kalefeld,1960-02-24,1988-11-06,9999-01-01,Technique Leader
26860,Indrajit,Molberg,1959-11-21,1988-10-14,9999-01-01,Senior Engineer
26868,Elrique,Khalil,1956-11-22,1987-02-26,9999-01-01,Engineer
26887,Odysseas,Quittner,1959-06-11,1987-04-07,9999-01-01,Senior Staff
26890,Greger,Sadowski,1963-04-08,1987-06-24,9999-01-01,Senior Engineer
26894,DAIDA,Schmiedel,1956-02-21,1988-11-08,9999-01-01,Engineer
26909,Kristin,Bisiani,1962-06-26,1988-07-01,9999-01-01,Senior Staff
26924,Minghong,Mansanne,1960-05-29,1986-07-24,9999-01-01,Staff
26925,Jolita,Gils,1956-07-04,1987-08-14,9999-01-01,Senior Staff
26933,Leif,Menhoudj,1957-02-13,1987-05-11,9999-01-01,Engineer
26934,Ramalingam,Jansen,1960-09-22,1986-09-16,9999-01-01,Staff
26942,Selwyn,Carrera,1962-07-19,1985-11-05,9999-01-01,Staff
26945,Badri,Granlund,1963-07-01,1985-05-06,9999-01-01,Engineer
26954,Dayanand,Crabtree,1963-05-22,1988-04-19,9999-01-01,Staff
26956,Marco,Copas,1960-09-27,1986-09-12,9999-01-01,Senior Engineer
26961,Jinpo,Woycyznski,1956-02-17,1985-05-28,9999-01-01,Assistant Engineer
26966,Abdulah,Poujol,1960-06-03,1985-06-06,9999-01-01,Senior Staff
26977,Koldo,Peng,1956-07-05,1988-04-04,9999-01-01,Senior Engineer
26979,Sakthirel,Mitzlaff,1957-10-18,1988-08-19,9999-01-01,Senior Engineer
26982,Khalil,Simmel,1961-03-09,1987-06-28,9999-01-01,Senior Staff
26987,Ranga,Malinowski,1958-10-10,1987-08-09,9999-01-01,Engineer
26988,Qiwen,Schade,1958-08-28,1987-05-28,9999-01-01,Senior Staff
26991,Bilhanan,Christianini,1962-03-26,1985-11-15,9999-01-01,Engineer
26997,Jungsoon,Millington,1964-06-24,1985-10-12,9999-01-01,Engineer
27005,Jinxi,Stanfel,1958-07-19,1987-07-27,9999-01-01,Senior Engineer
27021,Lidong,Garnham,1962-08-22,1987-01-05,9999-01-01,Engineer
27027,Xuedong,Solovay,1957-08-01,1987-01-02,9999-01-01,Assistant Engineer
27028,Magdalena,Cooman,1962-11-30,1988-10-30,9999-01-01,Senior Engineer
27033,Gianluca,Matteis,1957-10-09,1987-05-06,9999-01-01,Staff
27038,Emran,Birge,1956-06-06,1985-10-11,9999-01-01,Staff
27042,Shridhar,Bail,1964-08-17,1985-04-25,9999-01-01,Technique Leader
27053,Girolamo,Rajaraman,1958-01-04,1985-08-17,9999-01-01,Engineer
27060,Augustine,Fendler,1958-10-25,1988-04-02,9999-01-01,Senior Engineer
27071,Valery,Broomell,1961-01-19,1985-10-27,9999-01-01,Senior Engineer
27076,Amalendu,Kinley,1962-12-25,1988-08-18,9999-01-01,Senior Engineer
27077,Uwe,Peak,1962-02-15,1985-12-19,9999-01-01,Senior Engineer
27080,Aimee,Lundstrom,1956-05-17,1986-10-01,9999-01-01,Senior Engineer
27081,Chiranjit,Lalonde,1962-03-20,1986-07-17,9999-01-01,Senior Staff
27083,Masali,Shihab,1957-02-26,1988-10-08,9999-01-01,Engineer
27085,Irena,Simmen,1962-09-24,1988-03-13,9999-01-01,Senior Staff
27086,Yinlin,Ginneken,1959-08-06,1986-11-22,9999-01-01,Engineer
27088,Trygve,Showalter,1957-11-18,1987-01-24,9999-01-01,Engineer
27090,Bernd,Ashish,1962-06-08,1988-10-18,9999-01-01,Senior Staff
27093,Gretta,Miake,1959-04-05,1986-07-09,9999-01-01,Senior Staff
27100,Shrikanth,Horswill,1964-07-02,1986-02-03,9999-01-01,Senior Staff
27102,Badri,Rettelbach,1956-04-12,1986-09-24,9999-01-01,Engineer
27119,Chaitali,Meriste,1956-08-28,1986-03-24,9999-01-01,Senior Engineer
27125,Soenke,Munck,1964-09-08,1985-02-13,9999-01-01,Engineer
27148,Ferdinand,Randt,1964-07-10,1986-01-26,9999-01-01,Senior Engineer
27155,Feiyu,Remmele,1963-11-12,1987-06-02,9999-01-01,Senior Engineer
27167,Sachar,Reinhard,1961-03-28,1987-10-06,9999-01-01,Staff
27181,Piyawadee,Katalagarianos,1962-09-13,1987-07-24,9999-01-01,Engineer
27185,Satoru,Broder,1960-03-02,1987-11-27,9999-01-01,Senior Staff
27194,Franziska,Highland,1960-05-23,1988-05-12,9999-01-01,Senior Engineer
27196,Lobel,Barreiro,1961-05-24,1985-04-18,9999-01-01,Senior Engineer
27197,Fei,Angelov,1961-06-14,1986-06-28,9999-01-01,Engineer
27198,Tzu,Perri,1957-08-15,1988-10-24,9999-01-01,Senior Engineer
27225,Soenke,Schreiter,1963-08-07,1988-10-09,9999-01-01,Senior Staff
27227,Heng,Kalorkoti,1963-03-25,1985-04-07,9999-01-01,Assistant Engineer
27247,Kersti,Fritzsche,1956-09-09,1985-08-23,9999-01-01,Senior Engineer
27256,Insup,Luks,1964-09-19,1988-01-01,9999-01-01,Senior Engineer
27258,Jeong,Hmelo,1964-06-17,1986-12-12,9999-01-01,Senior Staff
27269,Jovan,Huxford,1959-01-23,1986-11-14,9999-01-01,Assistant Engineer
27270,Lijia,Radhakrishnan,1957-10-08,1986-04-18,9999-01-01,Staff
27275,Tomofumi,Benzmuller,1956-11-18,1987-02-20,9999-01-01,Engineer
27283,Cedric,Siprelle,1961-06-17,1986-08-01,9999-01-01,Senior Staff
27290,Nakhoon,Khamsi,1956-06-28,1986-08-14,9999-01-01,Senior Staff
27291,Tomoyuki,Hutter,1960-11-10,1988-09-26,9999-01-01,Senior Engineer
27313,Szabolcs,Lenart,1963-11-07,1985-11-13,9999-01-01,Staff
27328,Lunjin,Schueller,1963-01-03,1988-02-28,9999-01-01,Assistant Engineer
27336,Freyja,Murrill,1961-07-11,1986-05-09,9999-01-01,Senior Staff
27341,Ziya,Heydon,1956-10-21,1988-10-19,9999-01-01,Senior Engineer
27355,Jiakeng,Katzenelson,1963-02-16,1987-12-19,9999-01-01,Senior Engineer
27362,Hironoby,Reghbati,1962-09-30,1985-05-20,9999-01-01,Senior Staff
27386,Kish,Rosti,1961-01-25,1986-07-07,9999-01-01,Engineer
27390,Goetz,Beilner,1956-12-15,1985-11-12,9999-01-01,Engineer
27411,Vivian,Furudate,1957-05-17,1987-10-31,9999-01-01,Staff
27418,Zhilian,Ozeki,1957-06-03,1987-06-24,9999-01-01,Senior Engineer
27426,Moni,Bernini,1961-01-04,1985-04-10,9999-01-01,Senior Staff
27443,Shakhar,Restivo,1956-01-02,1985-07-15,9999-01-01,Senior Engineer
27445,Yongmin,Angiulli,1962-01-17,1985-05-05,9999-01-01,Staff
27450,Snehasis,Kieras,1962-11-03,1986-12-11,9999-01-01,Engineer
27452,Mang,Basawa,1957-06-17,1986-02-10,9999-01-01,Senior Staff
27453,Bokyung,Gerlach,1956-07-12,1987-11-29,9999-01-01,Technique Leader
27456,Danil,Hoppenstand,1963-08-01,1986-05-31,9999-01-01,Senior Staff
27461,Sasan,Kuhnemann,1956-02-27,1985-11-01,9999-01-01,Technique Leader
27462,Theron,Marchesini,1957-04-06,1988-05-13,9999-01-01,Staff
27466,Gennady,Hempstead,1963-08-03,1987-09-09,9999-01-01,Senior Staff
27467,Gennadi,Malabarba,1961-08-17,1987-09-11,9999-01-01,Senior Staff
27470,Arun,Reutenauer,1956-05-23,1986-03-18,9999-01-01,Staff
27473,Tomofumi,Czaja,1960-09-20,1988-09-26,9999-01-01,Staff
27476,Xiaobin,Chaudhuri,1961-03-11,1985-03-28,9999-01-01,Senior Engineer
27478,Geoffrey,Waymire,1963-10-17,1988-07-26,9999-01-01,Senior Staff
27484,Tse,Llado,1963-08-23,1986-10-03,9999-01-01,Senior Staff
27513,Gonzalo,Leslie,1961-09-20,1985-02-06,9999-01-01,Senior Engineer
27514,Boutros,Thummel,1958-12-11,1987-05-18,9999-01-01,Senior Engineer
27515,Yakkov,Suessmith,1962-01-03,1986-03-23,9999-01-01,Staff
27516,Yurij,Angelov,1958-12-17,1986-12-09,9999-01-01,Staff
27520,Naftaly,Munos,1957-09-18,1988-08-23,9999-01-01,Staff
27525,Alejandra,Jiang,1963-12-31,1986-05-21,9999-01-01,Senior Staff
27526,Margareta,Lubachevsky,1963-12-09,1985-11-13,9999-01-01,Senior Staff
27530,Val,Backhouse,1964-02-11,1988-10-27,9999-01-01,Engineer
27534,Kazuyasu,Cappello,1956-05-20,1986-12-06,9999-01-01,Senior Engineer
27535,Arunas,Fabrizio,1963-08-30,1988-11-15,9999-01-01,Senior Staff
27537,Kristof,Luby,1963-09-16,1987-09-03,9999-01-01,Senior Engineer
27541,Hatem,Binding,1961-10-16,1985-09-22,9999-01-01,Engineer
27561,Marin,Reistad,1958-09-08,1988-07-14,9999-01-01,Senior Staff
27579,Harjit,Kolvik,1956-02-11,1987-02-26,9999-01-01,Senior Staff
27582,Arvin,Lovengreen,1959-11-24,1987-11-22,9999-01-01,Staff
27611,Susanne,Syrotiuk,1963-06-03,1988-07-28,9999-01-01,Senior Engineer
27613,Richara,Siprelle,1961-03-30,1987-07-20,9999-01-01,Senior Staff
27615,Tokuyasu,Hutton,1959-03-31,1986-08-21,9999-01-01,Senior Staff
27630,Rutger,Schwartzburd,1963-09-10,1985-03-21,9999-01-01,Staff
27649,Sariel,Axelband,1956-03-22,1987-09-05,9999-01-01,Senior Staff
27651,Ulises,Ulupinar,1959-03-06,1985-04-13,9999-01-01,Staff
27656,Ymte,Kamble,1956-02-22,1988-05-23,9999-01-01,Senior Engineer
27681,Oguz,Haraldson,1956-12-26,1985-10-14,9999-01-01,Engineer
27682,Kwee,Edelhoff,1962-01-27,1985-07-19,9999-01-01,Senior Engineer
27691,Suzette,Rubsam,1962-03-22,1988-12-07,9999-01-01,Senior Engineer
27695,Werner,Clemencon,1958-09-12,1985-05-24,9999-01-01,Staff
27696,Fen,Genther,1959-04-03,1985-05-18,9999-01-01,Senior Staff
27698,Falguni,Siochi,1961-06-04,1986-05-25,9999-01-01,Senior Engineer
27704,Kazuhira,Denna,1964-04-17,1987-02-14,9999-01-01,Staff
27717,Turgut,Kowalchuk,1962-09-26,1985-09-17,9999-01-01,Staff
27723,Youpyo,Unno,1958-01-04,1986-04-15,9999-01-01,Engineer
27726,Goa,Eldridge,1961-06-20,1985-08-28,9999-01-01,Engineer
27733,Premal,Lorcy,1959-01-25,1986-07-12,9999-01-01,Engineer
27737,Saeed,Bugrara,1962-10-11,1986-05-17,9999-01-01,Engineer
27740,Isamu,Babb,1958-08-14,1987-12-24,9999-01-01,Senior Staff
27750,Debatosh,Alencar,1959-07-15,1988-10-27,9999-01-01,Engineer
27761,Malu,Spataro,1959-05-31,1986-11-06,9999-01-01,Assistant Engineer
27764,Chiradeep,Flowers,1957-01-17,1988-05-29,9999-01-01,Senior Engineer
27805,Shay,Ranon,1959-03-30,1986-10-06,9999-01-01,Senior Engineer
27806,Tommaso,England,1957-04-05,1987-01-23,9999-01-01,Senior Engineer
27807,Weijing,Nastansky,1956-09-02,1986-08-17,9999-01-01,Engineer
27812,Vojin,Osgood,1962-11-07,1987-10-29,9999-01-01,Senior Engineer
27821,Ung,Hellwagner,1962-03-08,1985-05-03,9999-01-01,Senior Engineer
27823,Michaela,Schlegelmilch,1963-09-22,1987-07-22,9999-01-01,Senior Engineer
27828,Munehiro,Pietracaprina,1962-06-06,1987-07-11,9999-01-01,Senior Staff
27831,Gill,Shimshoni,1957-09-23,1987-10-16,9999-01-01,Senior Engineer
27849,Valdiodio,Juneja,1960-02-16,1987-03-17,9999-01-01,Staff
27860,Adam,Asrin,1963-09-11,1985-08-31,9999-01-01,Senior Engineer
27869,Nitsan,Streit,1964-03-03,1985-04-27,9999-01-01,Senior Staff
27870,Gao,Braunmuhl,1958-03-15,1985-04-28,9999-01-01,Staff
27903,Baziley,Sethi,1959-05-19,1986-07-05,9999-01-01,Engineer
27908,Odinaldo,Rahier,1958-02-17,1985-05-05,9999-01-01,Engineer
27915,Zhongwei,Maquelin,1958-07-18,1986-07-07,9999-01-01,Senior Engineer
27924,Marie,Kushner,1963-02-19,1986-07-07,9999-01-01,Engineer
27929,Hyuncheol,Choobineh,1956-12-06,1987-05-30,9999-01-01,Engineer
27940,Berhard,Jumpertz,1963-05-25,1988-06-11,9999-01-01,Senior Staff
27941,Mohit,Kroon,1960-09-11,1985-09-09,9999-01-01,Staff
27945,Fumiyo,Mansanne,1957-11-23,1986-01-12,9999-01-01,Senior Staff
27952,Collette,Leuchs,1962-07-02,1988-12-06,9999-01-01,Senior Engineer
27954,Martine,Jiafu,1963-04-21,1985-09-01,9999-01-01,Engineer
27965,Murthy,Krohn,1957-11-20,1986-08-19,9999-01-01,Senior Staff
27973,Goetz,Rosenbaum,1961-07-31,1986-03-22,9999-01-01,Senior Engineer
27982,Premal,Lundstrom,1961-10-01,1986-09-08,9999-01-01,Senior Engineer
27986,Masadi,Hinsberger,1961-07-07,1987-02-10,9999-01-01,Senior Engineer
27989,Dipankar,Bauknecht,1956-08-02,1987-12-30,9999-01-01,Senior Engineer
27996,Filipp,Saoudi,1956-04-06,1987-01-18,9999-01-01,Engineer
28000,Xinglin,Schurmann,1957-07-02,1985-08-03,9999-01-01,Staff
28002,Shigenori,Granlund,1961-08-04,1988-08-20,9999-01-01,Engineer
28016,Vitaly,Kranzdorf,1959-04-26,1987-01-03,9999-01-01,Senior Staff
28025,Jeanna,Jansen,1962-06-06,1987-02-20,9999-01-01,Technique Leader
28034,Nirmal,Compeau,1962-09-07,1987-10-22,9999-01-01,Senior Staff
28050,Sreekrishna,Staudhammer,1961-01-06,1985-10-21,9999-01-01,Senior Engineer
28055,Arnd,Cooke,1960-10-14,1987-01-20,9999-01-01,Senior Staff
28056,Udaiprakash,Chinal,1960-01-01,1986-08-05,9999-01-01,Technique Leader
28057,Barna,Picco,1964-05-21,1986-01-13,9999-01-01,Engineer
28058,Nikolaus,Gargeya,1958-05-14,1987-04-11,9999-01-01,Senior Staff
28067,Wayne,Zallocco,1959-01-26,1986-04-05,9999-01-01,Senior Staff
28091,JoAnne,Stellhorn,1958-02-15,1986-10-23,9999-01-01,Staff
28092,Yongmao,Tetzlaff,1962-07-16,1985-10-20,9999-01-01,Senior Engineer
28100,Jiann,Mikschl,1960-06-05,1988-09-05,9999-01-01,Staff
28111,Jianhao,Fandrianto,1958-01-26,1986-03-25,9999-01-01,Engineer
28119,Yannik,Luce,1962-06-16,1987-02-10,9999-01-01,Engineer
28124,Adhemar,Eiter,1958-08-31,1988-12-25,9999-01-01,Senior Staff
28129,Arco,Swiler,1958-07-19,1985-08-09,9999-01-01,Staff
28130,Prodip,Crooks,1962-02-17,1987-06-24,9999-01-01,Senior Engineer
28163,Vesna,Guerreiro,1964-10-16,1987-06-25,9999-01-01,Senior Staff
28175,Tzvetan,Bugaenko,1956-11-07,1988-11-27,9999-01-01,Senior Staff
28182,Wuxu,Begiun,1963-10-29,1987-09-28,9999-01-01,Senior Engineer
28184,Hongzhu,Syrotiuk,1959-07-07,1985-02-14,9999-01-01,Senior Engineer
28189,Arto,Coors,1958-09-03,1988-09-04,9999-01-01,Senior Staff
28193,Xinglin,Mitsuhashi,1965-01-29,1988-12-14,9999-01-01,Senior Engineer
28201,Uinam,Chorvat,1963-03-04,1985-03-04,9999-01-01,Senior Engineer
28202,Tzvetan,Biron,1962-06-14,1987-03-12,9999-01-01,Assistant Engineer
28205,Mechthild,Ghazalie,1962-02-20,1985-03-10,9999-01-01,Senior Staff
28230,Fan,Roohalamini,1958-03-19,1985-05-10,9999-01-01,Engineer
28231,Shuky,Anger,1963-01-03,1988-02-07,9999-01-01,Engineer
28232,Fun,Veccia,1956-05-21,1988-07-17,9999-01-01,Assistant Engineer
28234,Basem,Greibach,1961-12-18,1987-04-25,9999-01-01,Engineer
28252,Stamatina,Shiratori,1961-11-02,1986-05-22,9999-01-01,Senior Staff
28255,Taisook,Kambil,1958-05-06,1988-05-15,9999-01-01,Staff
28260,Shigeu,Katzenelson,1964-09-05,1987-05-22,9999-01-01,Senior Engineer
28266,Hideo,Harllee,1961-07-08,1986-07-01,9999-01-01,Senior Engineer
28267,Macha,Weedman,1961-07-23,1988-07-09,9999-01-01,Senior Engineer
28269,Mariangiola,Ghazalie,1962-02-13,1986-02-20,9999-01-01,Senior Engineer
28274,Arfst,Koblick,1959-08-24,1987-11-05,9999-01-01,Senior Staff
28275,Zhonghua,Setlzner,1961-12-05,1985-05-07,9999-01-01,Senior Staff
28280,Demos,Demke,1961-03-13,1988-03-30,9999-01-01,Senior Engineer
28291,Kankanahalli,Montemayor,1959-06-14,1987-04-04,9999-01-01,Senior Staff
28295,Babette,Luef,1959-07-28,1988-02-06,9999-01-01,Senior Engineer
28302,Ugo,Minakawa,1956-09-23,1985-10-19,9999-01-01,Senior Staff
28317,Leandro,Krone,1958-09-22,1986-09-25,9999-01-01,Senior Staff
28341,Takushi,Makrucki,1959-06-25,1987-06-22,9999-01-01,Engineer
28370,Koichi,Nastansky,1959-08-23,1986-03-01,9999-01-01,Engineer
28380,Candido,Huxford,1961-02-03,1988-07-03,9999-01-01,Senior Staff
28396,Suebskul,Bahl,1958-03-10,1988-12-14,9999-01-01,Engineer
28399,Aloys,Rodier,1962-05-23,1988-08-08,9999-01-01,Engineer
28400,Xuedong,Rothe,1959-08-27,1987-02-09,9999-01-01,Senior Engineer
28401,Candida,Maquelin,1957-02-25,1987-04-30,9999-01-01,Staff
28423,Marc,Lanphier,1962-06-27,1985-03-04,9999-01-01,Senior Staff
28454,Ugo,Nitto,1962-01-11,1986-10-29,9999-01-01,Senior Engineer
28456,Unal,Baar,1961-06-20,1987-02-11,9999-01-01,Technique Leader
28475,Chriss,Rusterholz,1960-01-06,1987-01-04,9999-01-01,Senior Engineer
28493,Ebbe,Silva,1962-05-13,1986-10-11,9999-01-01,Staff
28508,Moie,Gonthier,1964-07-18,1988-08-29,9999-01-01,Engineer
28512,Tesuya,Yetim,1961-05-26,1985-07-01,9999-01-01,Engineer
28518,Taegyun,Chenoweth,1958-05-29,1987-06-27,9999-01-01,Engineer
28526,Mayumi,Servi,1961-04-02,1988-05-01,9999-01-01,Technique Leader
28534,Zhonghui,Levasseur,1963-12-01,1985-05-14,9999-01-01,Senior Staff
28537,Keung,Luff,1963-06-15,1987-01-24,9999-01-01,Staff
28543,Aimee,Grandbois,1963-09-27,1988-09-25,9999-01-01,Staff
28553,Pramod,Skafidas,1961-04-03,1985-02-26,9999-01-01,Senior Engineer
28564,Baziley,Gniady,1960-02-11,1985-03-04,9999-01-01,Senior Engineer
28566,Hyuckchul,Lunt,1963-10-01,1987-07-12,9999-01-01,Senior Staff
28567,Brewster,Hardjono,1959-03-29,1988-05-02,9999-01-01,Engineer
28569,Uzi,Larfeldt,1960-04-08,1986-04-05,9999-01-01,Senior Staff
28576,Shigehito,Driscoll,1961-01-01,1985-07-11,9999-01-01,Senior Staff
28577,Persi,Mellouli,1958-12-07,1988-11-17,9999-01-01,Engineer
28583,Kiyotoshi,Kuszyk,1956-06-25,1986-11-10,9999-01-01,Senior Staff
28589,Serenella,Pashtan,1957-12-23,1985-06-20,9999-01-01,Senior Staff
28597,Shigehiro,Mateescu,1964-03-17,1987-10-25,9999-01-01,Engineer
28606,Jiafu,Clouatre,1959-11-06,1986-03-31,9999-01-01,Engineer
28623,Wonhee,Gajiwala,1958-03-04,1987-05-14,9999-01-01,Engineer
28624,Tzu,Zeidenstein,1961-01-16,1987-11-01,9999-01-01,Staff
28637,Moto,Kenevan,1963-09-29,1988-04-02,9999-01-01,Senior Staff
28660,Tadahiro,Gyimothy,1960-12-18,1986-02-11,9999-01-01,Technique Leader
28663,Toshiki,Shackel,1964-05-12,1986-01-14,9999-01-01,Senior Staff
28674,Srinidhi,Junot,1957-01-31,1987-11-22,9999-01-01,Engineer
28683,Taegyun,Gonthier,1964-10-15,1987-02-11,9999-01-01,Staff
28691,Ziya,Etalle,1963-03-30,1986-01-17,9999-01-01,Staff
28706,Alselm,Hitomi,1962-04-13,1985-09-30,9999-01-01,Staff
28707,Karsten,Bail,1963-12-01,1985-03-26,9999-01-01,Senior Staff
28713,Radoslaw,Jenevein,1962-09-22,1986-12-08,9999-01-01,Senior Staff
28719,Jacopo,Sabnani,1964-03-08,1986-05-28,9999-01-01,Senior Engineer
28720,Uwe,Rusmann,1960-03-29,1986-03-09,9999-01-01,Technique Leader
28722,Tianruo,Hiltgen,1957-10-25,1986-03-10,9999-01-01,Senior Engineer
28729,Marla,Verspoor,1964-12-26,1986-09-03,9999-01-01,Senior Engineer
28738,Aran,Leivant,1957-02-27,1985-02-19,9999-01-01,Senior Staff
28740,Falguni,Delgrande,1959-05-27,1987-03-04,9999-01-01,Technique Leader
28747,Jiang,Etalle,1964-09-27,1985-02-07,9999-01-01,Technique Leader
28749,Paraskevi,Angelopoulos,1964-08-05,1985-07-13,9999-01-01,Engineer
28766,Phuoc,Pulkowski,1963-12-06,1985-09-15,9999-01-01,Staff
28778,Khatoun,Perry,1960-01-07,1987-11-03,9999-01-01,Engineer
28781,Vasiliy,Speek,1956-03-16,1986-08-16,9999-01-01,Senior Engineer
28799,Fai,Avouris,1960-12-18,1988-01-14,9999-01-01,Engineer
28812,Shakhar,Leijenhorst,1960-03-08,1986-06-15,9999-01-01,Senior Staff
28817,Martijn,Perelgut,1956-12-26,1987-12-29,9999-01-01,Senior Engineer
28820,Geraldo,Oxenboll,1956-11-26,1986-09-20,9999-01-01,Technique Leader
28824,Aloke,Kavvadias,1956-05-22,1987-01-11,9999-01-01,Senior Staff
28829,Valery,Hellwagner,1962-04-15,1986-12-29,9999-01-01,Senior Engineer
28832,Arto,Bednarek,1962-10-13,1988-11-23,9999-01-01,Senior Staff
28850,Malu,Motley,1964-03-07,1987-02-07,9999-01-01,Senior Engineer
28862,Haldon,Gecsel,1961-05-08,1987-05-30,9999-01-01,Senior Staff
28885,Stein,Bratsberg,1959-04-18,1987-04-11,9999-01-01,Senior Engineer
28895,Zhilian,Streit,1958-09-23,1987-12-15,9999-01-01,Senior Engineer
28918,Naftaly,Willoner,1958-04-26,1987-08-08,9999-01-01,Senior Engineer
28923,Lorien,Lanteri,1957-04-14,1985-05-21,9999-01-01,Senior Staff
28929,Yoshinari,Lovengreen,1956-03-18,1986-07-11,9999-01-01,Senior Staff
28936,Stein,Horswill,1964-12-18,1986-06-08,9999-01-01,Senior Staff
28943,Subhankar,Thisen,1961-06-20,1987-08-27,9999-01-01,Engineer
28949,Akeno,Ramalingam,1957-03-12,1986-11-06,9999-01-01,Senior Staff
28953,Persi,Menhardt,1962-05-08,1986-09-08,9999-01-01,Staff
28955,Murthy,Kroha,1960-01-16,1988-06-10,9999-01-01,Senior Engineer
28960,Boaz,Kenevan,1956-10-08,1988-01-28,9999-01-01,Senior Staff
28971,Gregory,Pezzoli,1958-04-26,1986-06-06,9999-01-01,Senior Staff
28974,Chenxi,Sundgren,1965-01-09,1986-09-02,9999-01-01,Senior Engineer
28979,Hironobu,Candan,1964-02-15,1988-10-15,9999-01-01,Senior Staff
28980,Cheong,Barbanera,1960-03-04,1988-11-26,9999-01-01,Senior Staff
28994,Hairong,Ritzmann,1960-02-26,1985-12-08,9999-01-01,Senior Staff
29033,Mohammed,Thombley,1959-03-09,1986-11-08,9999-01-01,Senior Engineer
29034,Sachem,Hasham,1958-02-26,1986-04-22,9999-01-01,Senior Staff
29037,Pascal,Lunt,1963-04-22,1988-11-24,9999-01-01,Engineer
29040,Shridhar,Rosay,1960-08-21,1988-05-23,9999-01-01,Engineer
29042,Yoshimitsu,Boreale,1961-08-02,1987-03-24,9999-01-01,Senior Engineer
29047,Hongzue,Marrevee,1961-05-12,1988-12-18,9999-01-01,Senior Staff
29050,Hinrich,Farrag,1956-01-10,1987-01-10,9999-01-01,Senior Staff
29056,Brewster,Ratzlaff,1957-01-23,1988-11-08,9999-01-01,Staff
29068,Vitaly,Lindqvist,1962-09-04,1985-10-18,9999-01-01,Senior Engineer
29074,Susanne,Kawashima,1956-12-10,1988-05-25,9999-01-01,Senior Staff
29076,Panayotis,Mateescu,1956-04-08,1986-11-11,9999-01-01,Senior Engineer
29085,Berni,Wegerle,1962-09-02,1986-03-26,9999-01-01,Engineer
29093,Mamdouh,Lukaszewicz,1960-02-08,1988-10-01,9999-01-01,Staff
29115,Shiv,Furedi,1964-10-20,1987-11-13,9999-01-01,Engineer
29116,Otilia,Kavanagh,1957-07-29,1987-12-15,9999-01-01,Senior Engineer
29119,Toshiko,Felder,1958-03-18,1986-05-02,9999-01-01,Senior Staff
29125,Berni,Hasham,1957-01-02,1987-10-23,9999-01-01,Staff
29139,Eldridge,Merli,1964-10-24,1988-01-04,9999-01-01,Senior Staff
29144,Nikolaus,Pileggi,1963-06-03,1988-12-11,9999-01-01,Assistant Engineer
29150,Olivera,Ouhyoung,1964-02-05,1986-06-13,9999-01-01,Staff
29170,Filipe,Khalid,1961-05-30,1986-08-19,9999-01-01,Senior Engineer
29172,Dines,Comte,1963-09-05,1986-06-27,9999-01-01,Senior Staff
29175,Ebru,Szmurlo,1959-05-11,1986-11-03,9999-01-01,Senior Staff
29186,Dannz,Waymire,1964-08-14,1986-02-05,9999-01-01,Senior Staff
29189,Ibibia,Shihab,1956-04-19,1985-06-27,9999-01-01,Engineer
29218,Khaled,Benantar,1958-03-26,1988-06-20,9999-01-01,Staff
29235,Ennio,Papastamatiou,1964-05-19,1987-07-18,9999-01-01,Senior Staff
29238,Iara,Bouloucos,1958-10-17,1986-02-22,9999-01-01,Engineer
29249,Chenyi,Marshall,1960-09-05,1986-05-05,9999-01-01,Senior Engineer
29252,Sibyl,Butner,1959-10-07,1988-01-21,9999-01-01,Senior Staff
29258,Georgi,Radhakrishnan,1964-01-23,1988-05-14,9999-01-01,Senior Staff
29260,Uinam,Karcich,1962-09-29,1987-03-19,9999-01-01,Senior Engineer
29265,Gilbert,Calkin,1965-01-14,1988-03-21,9999-01-01,Staff
29270,Khue,Lally,1958-09-03,1987-11-26,9999-01-01,Technique Leader
29277,Paddy,Chimia,1964-12-21,1985-04-28,9999-01-01,Engineer
29287,Yishai,Impagliazzo,1964-09-21,1987-06-20,9999-01-01,Staff
29288,Raimond,Schieder,1963-11-02,1988-04-03,9999-01-01,Senior Engineer
29298,Sergi,Unno,1963-12-08,1985-05-26,9999-01-01,Senior Staff
29300,Adamantios,Escriba,1962-04-17,1986-09-09,9999-01-01,Senior Staff
29302,Sashi,Leslie,1958-07-12,1985-08-08,9999-01-01,Staff
29307,Aleksander,Dulin,1962-10-15,1988-05-09,9999-01-01,Senior Engineer
29314,Gro,Vecchio,1957-01-31,1985-06-23,9999-01-01,Senior Staff
29324,Eben,Navazio,1957-04-13,1988-09-01,9999-01-01,Senior Engineer
29325,Sachar,Zambonelli,1961-02-09,1985-09-05,9999-01-01,Senior Engineer
29326,Badri,Swiler,1959-08-15,1988-09-20,9999-01-01,Senior Staff
